,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,type
Web Developer,-0.27144817,-0.29328498,-0.086959824,0.14021276,-0.253656,0.027478606,0.09267621,-0.13707569,-0.07158316,-0.2886837,-0.2848155,-0.23141997,-0.108266,-0.04749652,0.14763908,0.14495413,0.2730025,0.106908776,0.05327611,-0.16804342,0.1608898,-0.30323535,0.084277704,-0.5949871,0.100104176,0.22698276,0.21156389,-0.14665906,-0.1755444,0.22510341,-0.051763736,0.052296635,-0.04166517,0.053997915,-0.122682095,-0.2576077,0.18064702,0.18754941,0.15056199,-0.26302913,0.07874106,-0.005939572,0.025568068,0.0804131,0.44404694,-0.13733518,0.41175961,0.10725094,0.26947913,0.28852764,0.509984,-0.22253992,-0.0081764,0.4773742,0.06715994,0.20189846,0.21082453,0.15298982,-0.081189826,0.9268851,-0.1666546,0.03464287,-0.3881418,0.13238856,job_role
Mobile Developer,-0.029998899,-0.4827267,0.37712866,0.010184107,0.03673823,-0.38918582,-0.24481489,0.22529891,-0.6533885,0.49895278,0.015211641,-0.005051179,0.008881699,0.18962964,0.46394125,0.5211829,0.19857825,-0.10086469,0.24410138,0.050664056,-0.017453847,0.2589918,0.043053046,-0.034484357,0.4590203,0.028275352,0.3067218,-0.11398361,0.21401723,0.20854203,0.051446762,-0.1995705,0.2373404,-0.0025672275,-0.0956336,0.102250345,0.06560654,0.21803005,0.07114349,-0.05231079,-0.5854343,-0.09127795,0.09299257,0.036544126,-0.44351915,-0.049651653,-0.18486711,-0.20696144,0.65631485,-0.13955645,0.2602208,-0.43050376,0.24210146,0.57711726,-0.03857462,0.2060145,-0.19753093,-0.23660997,-0.42939556,-0.12393827,-0.11295565,-0.38551602,-0.42037708,0.069983326,job_role
DevOps Engineer,0.37106767,-0.304751,-0.15703963,0.11163253,-0.09851393,-0.060502745,-0.21940447,0.1908247,-0.13116822,-0.2145962,0.063567095,-0.20817302,-0.37842163,-0.078391895,0.37102625,0.32825583,0.17343277,-0.15453571,0.010050546,0.42912337,0.30871475,0.454589,0.16846088,0.032807417,-0.037016135,0.39565697,0.24295029,-0.3121686,0.08753281,-0.027445521,-0.05028537,0.29726788,-0.24928604,0.02275989,-0.23937525,-0.028147308,0.30078706,-0.0875298,0.38575405,-0.3893003,-0.5655643,0.1399773,-0.33424658,0.10934993,-0.21218802,0.19889948,0.37754384,-0.07178791,0.33487362,0.41489083,-0.34139752,-0.20906702,0.01201652,0.0757871,0.018071977,0.0004099297,-0.025945913,0.14428024,0.08400846,0.06927898,0.007866852,-0.074473634,0.30042163,-0.015865497,job_role
UI/UX Designer,0.011836704,-0.0024082307,0.011775907,0.00973852,-0.010232117,0.0090196915,-0.013581937,0.012945961,-0.0044968966,-0.0148060415,-0.010678358,0.015381554,-0.0015295818,-0.003001418,-0.003433019,0.012652464,-0.014721459,0.015302805,-0.0055198595,-0.0019842125,0.0104517415,0.00046082586,0.0016090628,-0.0009905994,0.0154134855,0.015572377,0.002728289,5.263835e-06,0.013617482,0.0053015277,-0.009876154,-0.0022183917,-0.005265413,0.006937677,0.0020907186,0.006225394,-0.010996312,0.0071089994,-0.00082939304,0.0022996124,0.009788534,-0.0010429844,-0.006583562,-0.005764762,-0.009350229,0.001348285,0.014642833,0.0014829207,-0.008277703,0.0034197401,-0.0015780181,-0.013908384,-0.015182767,-0.012471732,-0.0049239937,0.0074766874,0.0043117665,0.007636793,-0.0041657016,-0.011664117,-0.00019831769,0.008283263,0.012685187,0.014061144,job_role
Product Manager,0.28740743,-0.3631095,-0.09663561,-0.3732441,0.10550151,-0.19835483,0.008906532,-0.50055575,-0.5335686,-0.24313727,-0.009398477,-0.23459859,-0.52059305,-0.093369275,0.1986155,0.36112788,-0.22067481,-0.015708257,0.094533354,0.05847692,0.0880408,0.22952478,0.63097256,-0.047560047,-0.14746578,-0.00082772376,-0.2322659,-0.09240802,0.2743481,-0.16900793,0.016548114,-0.14804883,-0.24697213,-0.1438362,-0.058893993,0.07526428,0.2737815,0.14466095,-0.20834921,0.08401774,0.79290676,0.14691783,-0.04810401,-0.17587711,-0.47413278,-0.57235783,0.04802193,0.102576524,0.21740583,-0.26565883,0.0851833,0.060101118,-0.054393135,0.2923329,0.1939396,0.024698917,0.13341114,0.2004211,-0.34147528,0.16652818,0.16396798,0.13060932,0.25078085,0.34967646,job_role
System Analyst,0.2719812,0.25639787,-0.25303683,-0.4903937,0.48669013,0.05653517,-0.33196542,0.28754526,-0.38256988,-0.37850332,-0.14144751,-0.41984338,-0.095919,-0.036377214,0.118838325,0.11274255,-0.1303223,-0.122622214,0.31781486,0.075369366,-0.28314418,0.05585126,0.28882486,-0.1140606,0.115255386,-0.3058241,-0.19360024,0.4722341,0.080016546,0.54106855,-0.045707855,-0.16963896,-0.5639738,0.23262185,0.30029678,-0.059377566,0.24774714,-0.09154218,0.13870977,0.009209108,-0.09115368,0.40167466,-0.010714011,0.20163827,0.03180995,-0.27496037,0.5183815,-0.37738082,-0.105622694,0.058758896,0.14209543,-0.13492848,0.2742701,0.22163072,0.4954239,0.22486475,-0.002396749,0.39313772,0.054580376,0.052803386,-0.5870423,-0.34227887,-0.006335915,0.086471505,job_role
Network Engineer,-0.22107351,0.39568135,0.18122497,0.12794596,-0.047062594,-0.12520395,0.12773098,-0.106946476,-0.51969934,0.09700354,-0.12197604,-0.43727148,-0.41303602,-0.06375113,0.12740949,0.11980769,0.21464056,-0.034104776,0.3503883,0.18267378,-0.012070375,0.20272574,0.62162787,-0.7004331,0.36707416,-0.080143705,-0.19452915,0.12596713,-0.3535524,-0.21694738,-0.17997955,-0.13847905,-0.18649614,0.05981897,-0.26373795,0.040695224,0.22660306,0.016067073,0.13749658,0.49429005,-0.03341737,-0.35722405,-0.23540775,-0.21355759,0.24935931,0.13434318,0.30877942,-0.19671476,-0.04983804,0.17265996,-0.07067592,-0.51576114,-0.06367826,-0.25116915,-0.24106419,-0.19725588,0.06625232,0.114603736,-0.18267056,-0.03525778,-0.07595477,-0.0106699085,0.096311495,-0.019319933,job_role
Database Administrator,0.12012001,-0.117024854,-0.01642069,0.060542796,-0.1904998,-0.21358325,0.47826174,-0.15964167,-0.19849762,0.028878387,-0.077761665,-0.21195236,0.0760398,0.33513668,0.48003104,0.3794217,0.10190816,0.5775847,-0.07640866,0.32545558,0.34102476,0.403215,0.33468014,-0.39623803,0.08207259,0.19715136,-0.16720533,-0.03922441,0.033875395,0.00993681,0.27521747,0.07900033,-0.17811054,-0.032135416,0.38309658,-0.24373166,-0.27300265,-0.12498081,0.44230443,0.27070704,-0.25460103,-0.13797459,0.20174173,-0.022009607,0.06649396,-0.19990918,-0.45638177,0.060302477,-0.13631308,0.27922198,0.1763095,0.36505055,0.20737992,-0.2236816,0.12423085,0.13158558,0.19837329,-0.12502152,0.2685484,0.1217107,-0.46250364,-0.21347745,0.34557384,0.16841209,job_role
Cum Laude,-0.049751855,-0.35082605,0.053095635,-0.09722843,-0.072518945,0.03571982,0.00025429367,0.20005885,-0.20734908,-0.07126055,-0.1280979,-0.1476676,-0.23632294,0.049439453,0.013472882,-0.12657605,-0.12096218,-0.028664945,0.25889874,0.053708993,0.14962414,0.2227892,0.4513218,-0.05058359,0.06803917,0.02784965,-0.33078805,-0.2503797,0.075114414,-0.1580498,0.037057243,-0.069029465,-0.364233,0.2727309,0.109129846,0.21974885,0.2094198,-0.082384735,0.22685583,-0.02255687,-0.36339253,-0.016808342,0.22134143,0.36800918,0.09973795,-0.3991769,0.3042829,0.06495732,0.046417944,0.31375423,-0.032941736,-0.0031587742,0.015399706,0.12035823,0.5206892,0.20243661,0.042708438,0.14066595,-0.114588596,-0.10633352,-0.1501084,-0.12076214,0.27605027,0.13808784,GPA_level
Magna Cum Laude,0.0075417734,0.11540106,-0.22617407,0.33632258,0.17263718,0.20043713,-0.057147592,-0.10257083,-0.34856638,-0.038307715,-0.122229844,-0.24519603,-0.16409472,0.08665632,-0.047255248,0.50159204,0.1183751,0.14969933,0.15575771,0.120709985,0.43271634,0.3182999,0.24814531,0.06873857,0.13370948,-0.24518429,-0.19410914,-0.03671089,-0.015200357,-0.008318449,-0.06281993,-0.23287112,-0.15066473,-0.019452311,-0.21328156,-0.30248868,0.19855335,0.28066117,-0.077106744,-0.34869856,-0.11117259,-0.3781346,-0.23645724,-0.3268977,0.29186288,-0.22407584,-0.14028837,-0.19897702,-0.19194913,-0.024709713,0.20485915,-0.013285276,0.099229686,0.10246763,-0.050129574,0.24436907,0.18266533,0.16264366,0.11199448,0.19780906,-0.3025843,-0.19587016,-0.012000383,0.17008363,GPA_level
Summa Cum Laude,-0.045242783,-0.028858546,0.30567446,0.35592768,-0.15769018,-0.038759276,-0.026777044,0.12824053,-0.4846811,-0.07072093,0.21786216,-0.4292958,0.066266134,0.008814961,0.39900926,0.40154794,-0.16840887,-0.32537064,0.16922247,0.046156086,0.01312697,0.14623784,0.23349966,-0.093129106,-0.18052413,0.14119686,-0.08977965,0.16439606,0.1146958,0.17274153,-0.06740554,0.102700666,-0.13423447,-0.02372424,0.0885222,0.20776038,0.060374424,-0.20383993,0.0041938857,0.18171498,0.27506688,-0.07527868,0.17803606,-0.27689853,-0.063558646,0.18972543,0.12472293,0.19117895,-0.046221845,0.26469415,0.14169401,-0.37511408,0.31263605,0.02362247,-0.1261867,-0.100246616,0.17143098,0.01588654,-0.07165145,0.21717857,-0.06399965,-0.15752439,-0.16312394,6.731356e-05,GPA_level
With Honors,0.091994286,0.07978808,0.04199653,-0.012618656,-0.049053196,-0.22246116,0.1990872,-0.15417126,-0.06070789,-0.23266849,-0.24958357,-0.1818309,-0.44907787,-0.07732501,0.035049547,0.350977,0.15298367,0.07062801,-0.21913981,0.16793905,0.12859553,-0.11670208,0.039565828,-0.49270833,0.3159055,0.51247245,-0.1986025,0.05645526,0.054575883,0.26983407,-0.045380156,0.18539457,0.10065404,0.09232163,-0.077367984,-0.27875903,-0.056964956,-0.09960635,0.39902064,-0.18714343,0.10208814,0.05448249,0.011540898,0.08082728,0.09127707,-0.020532468,0.07863851,-0.26054138,0.31787837,0.31563205,-0.21177952,-0.17383872,0.13840891,0.55344427,-0.05805492,0.026816444,0.20094614,-0.023504851,-0.06138158,0.16200091,-0.06912789,-0.019761473,0.15462874,-0.14183736,GPA_level
Regular,0.18512715,-0.3299749,0.41285574,-0.17885315,0.03904735,-0.33582994,0.18316688,0.008457447,-0.610356,-0.0005458814,0.12514058,-0.128722,-0.094525576,0.07555459,0.19760051,-0.014317357,-0.096199505,0.21120152,0.26508006,0.097919606,-0.05300733,0.16411363,0.112460375,-0.32867157,0.14399154,-0.061227858,0.015853254,-0.4185174,0.049064465,0.36582363,0.52528983,0.1237417,-0.25839582,-0.4099251,-0.115817286,-0.18283187,0.0073858015,0.13284987,-0.40037796,0.062449545,-0.13996705,0.2580211,-0.13746013,-0.2657845,-0.21581176,-0.44870296,-0.106731854,0.010693048,0.4426254,-0.08500759,-0.06637817,-0.47770655,-0.15735191,0.39539388,0.061012838,0.23580192,0.09855546,-0.02188553,-0.15455453,-0.094086885,-0.048455957,-0.08716797,-0.29723057,-0.06195448,GPA_level
